
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
214,Christian Laflamme,1999,2000,2,D,61,0,6,6,-7,32,0,0,0,0,6,0,0,33,0.0,866,14:11
215,Marc Laforge,1994,1994,1,LW,5,0,0,0,-2,21,0,0,0,0,0,0,0,0,,,
216,Mark Lamb,1988,1992,5,C,176,24,54,78,16,127,18,6,0,4,47,6,1,203,11.8,,
217,Anton Lander,2012,2015,4,C,115,6,13,19,-26,22,3,2,1,2,10,2,1,111,5.4,1382,12:00
218,Georges Laraque,1998,2006,8,RW,490,43,68,111,9,826,40,3,0,5,64,4,0,395,10.9,4068,8:29
219,Garry Lariviere,1981,1983,3,D,92,1,25,26,49,61,1,0,0,0,23,2,0,69,1.4,,
220,Philip Larsen,2014,2014,1,D,30,3,9,12,-4,8,2,1,0,0,4,4,1,47,6.4,515,17:10
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
221,Reed Larson,1989,1989,1,D,10,2,7,9,1,15,1,0,1,0,5,2,0,19,10.5,,
222,John LeBlanc,1989,1989,1,RW,2,1,0,1,0,0,1,0,0,0,0,0,0,5,20.0,,
223,Tommy Lehman,1990,1990,1,C,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
