
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
168,Gilbert Delorme,1982,1984,3,D,165,17,36,53,42,152,14,3,0,2,29,7,0,283,6.0,,
169,Tony Demers,1938,1943,5,RW,82,20,22,42,,23,,,,,,,,,,,
170,Lulu Denis,1950,1951,2,RW,3,0,1,1,,0,,,,,,,,,,,
171,Gerard Desaulniers,1951,1954,3,C,8,0,2,2,,4,,,,,,,,,,,
172,Matthieu Descoteaux,2001,2001,1,D,5,1,1,2,-2,4,0,1,0,0,0,1,0,6,16.7,76,15:10
173,David Desharnais,2010,2015,6,C,313,59,136,195,29,100,45,14,0,11,91,45,0,381,15.5,5204,16:37
174,Joffre Desilets,1936,1938,3,RW,118,20,25,45,,23,,,,,,,,,,,
175,Eric Desjardins,1989,1995,7,D,405,43,136,179,55,351,23,19,1,7,87,47,2,712,6.0,,
176,Martin Desjardins,1990,1990,1,C,8,0,2,2,-4,2,0,0,0,0,2,0,0,7,0.0,,
177,Jacques Deslauriers,1956,1956,1,D,2,0,0,0,,0,,,,,,,,,,,
178,Marcel Dheere,1943,1943,1,LW,11,1,2,3,,2,,,,,,,,,,,
179,Raphael Diaz,2012,2014,3,D,128,4,37,41,-7,48,4,0,0,1,20,14,3,136,2.9,2404,18:46
180,Gerald Diduck,1991,1991,1,D,32,1,2,3,3,39,1,0,0,0,2,0,0,34,2.9,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
181,Gilbert Dionne,1991,1995,5,LW,196,60,70,130,-2,106,43,16,1,9,46,24,0,401,15.0,,
182,Paul DiPietro,1992,1995,4,C,154,25,44,69,11,80,23,2,0,1,35,9,0,226,11.1,,
183,Robert Dirk,1996,1996,1,D,3,0,0,0,0,6,0,0,0,0,0,0,0,0,,,
184,Fred Doherty,1919,1919,1,RW,1,0,0,0,,0,,,,,,,,,,,
185,John Doran,1940,1940,1,D,6,0,3,3,,6,,,,,,,,,,,
186,Eddie Dorohoy,1949,1949,1,C/LW,16,0,0,0,,6,,,,,,,,,,,
187,Jim Dowd,2004,2004,1,C,14,3,2,5,6,6,2,0,1,0,2,0,0,13,23.1,189,13:29
188,Aaron Downey,2006,2007,2,RW,46,2,4,6,-4,98,2,0,0,1,4,0,0,20,10.0,273,5:55
189,Davis Drewiske,2013,2013,1,D,9,1,2,3,0,0,1,0,0,0,2,0,0,8,12.5,151,16:49
190,Gordie Drillon,1943,1943,1,RW,49,28,22,50,,14,,,,,,,,,,,
191,Jude Drouin,1969,1970,2,C,12,0,1,1,-1,2,0,0,0,0,1,0,0,11,0.0,,
192,Polly Drouin,1935,1941,7,LW,160,23,50,73,,80,,,,,,,,,,,
193,Gilles Dube,1950,1950,1,LW,12,1,2,3,,2,,,,,,,,,,,
194,Dick Duff,1965,1970,6,LW,305,87,85,172,-12,166,68,19,0,17,32,11,0,270,16.7,,
195,Donald Dufresne,1989,1993,5,D,119,3,20,23,11,155,3,0,0,0,20,0,0,58,5.2,,
196,Gabriel Dumont,2012,2015,4,C,18,1,2,3,-1,13,1,0,0,0,2,0,0,26,3.8,164,9:05
197,Norm Dupont,1980,1980,1,LW,35,1,3,4,2,4,1,0,0,0,3,0,0,18,5.6,,
198,Norm Dussault,1948,1951,4,C,206,31,62,93,,47,,,,,,,,,,,
199,Gordie Dwyer,2003,2004,2,LW,13,0,0,0,-2,53,0,0,0,0,0,0,0,2,0.0,95,7:18
200,Karl Dykhuis,2000,2004,5,D,288,21,32,53,15,152,15,5,1,2,26,5,1,245,8.6,5065,17:35
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
201,Frank Eddolls,1945,1947,3,D,57,5,9,14,,26,,,,,,,,,,,
202,Garry Edmundson,1952,1952,1,LW,1,0,0,0,,2,,,,,,,,,,,
203,Lars Eller,2011,2015,5,C,330,52,65,117,-22,261,43,6,3,13,56,7,2,521,10.0,4756,14:24
204,Alexei Emelin,2012,2015,4,D,218,11,38,49,-7,175,9,1,1,0,35,2,1,187,5.9,4119,18:53
205,Brian Engblom,1978,1982,5,D,316,14,87,101,193,298,12,2,0,0,71,14,2,403,3.5,,
206,Andreas Engqvist,2011,2012,2,C,15,0,0,0,-1,4,0,0,0,0,0,0,0,4,0.0,105,7:01
207,Stewart Evans,1939,1939,1,D,43,2,7,9,,58,,,,,,,,,,,
208,Todd Ewen,1990,1993,4,RW,190,13,19,32,14,609,13,0,0,3,19,0,0,117,11.1,,
209,Craig Ferguson,1994,1996,3,C,13,1,1,2,-4,2,1,0,0,0,1,0,0,12,8.3,,
210,John Ferguson,1964,1971,8,LW,500,145,158,303,61,1214,119,26,0,30,59,9,0,571,13.8,,
211,Jonathan Ferland,2006,2006,1,RW,7,1,0,1,-2,2,1,0,0,0,0,0,0,9,11.1,46,6:37
212,Wilf Field,1945,1945,1,D,9,1,0,1,,10,,,,,,,,,,,
213,Bob Fillion,1944,1950,7,LW,327,42,61,103,,84,,,,,,,,,,,
214,Rory Fitzpatrick,1996,1997,2,D,48,0,3,3,-9,24,0,0,0,0,2,1,0,36,0.0,,
215,Gerry Fleming,1994,1995,2,LW,11,0,0,0,-5,42,0,0,0,0,0,0,0,5,0.0,,
216,Reggie Fleming,1960,1960,1,D/LW,3,0,0,0,,2,,,,,,,,,,,
217,Ron Flockhart,1985,1985,1,C,42,10,12,22,3,14,9,1,0,2,8,4,0,58,17.2,,
218,Bryan Fogarty,1994,1995,2,D,34,6,4,10,-7,44,3,3,0,0,3,1,0,63,9.5,,
219,Lou Fontinato,1962,1963,2,D,117,4,21,25,,308,,,,,,,,,,,
220,Bob Frampton,1950,1950,1,LW,2,0,0,0,,0,,,,,,,,,,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
221,Gord Fraser,1930,1930,1,D,10,0,0,0,,4,,,,,,,,,,,
222,Scott Fraser,1996,1996,1,C,15,2,0,2,-1,4,2,0,0,0,0,0,0,9,22.2,,
223,Irv Frew,1936,1936,1,D,18,0,2,2,,16,,,,,,,,,,,
224,Bob Fryday,1950,1952,2,RW,5,1,0,1,,0,,,,,,,,,,,
225,Art Gagne,1927,1929,3,RW,132,41,16,57,,169,,,,,,,,,,,
226,Germain Gagnon,1972,1972,1,LW,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,,
227,Johnny Gagnon,1931,1940,10,RW,406,115,137,252,,286,,,,,,,,,,,
228,Bob Gainey,1974,1989,16,LW,1160,239,262,501,196,585,205,14,20,34,236,13,13,2099,11.4,,
229,Alex Galchenyuk,2013,2015,3,C,169,38,56,94,12,69,34,4,0,5,40,16,0,305,12.5,2453,14:30
230,Brendan Gallagher,2013,2015,3,RW,181,47,52,99,28,122,34,13,0,7,47,5,0,490,9.6,2828,15:37
231,Dick Gamble,1951,1956,5,LW,178,38,41,79,,60,,,,,,,,,,,
232,Perry Ganchar,1988,1988,1,RW,1,1,0,1,-1,0,1,0,0,0,0,0,0,1,100.0,,
233,Herb Gardiner,1927,1929,3,D,95,10,9,19,,52,,,,,,,,,,,
234,Dave Gardner,1973,1974,2,C,36,2,11,13,4,2,1,1,0,0,7,4,0,32,6.3,,
235,Leo Gaudreault,1928,1933,3,LW/C,67,8,4,12,,30,,,,,,,,,,,
236,Art Gauthier,1927,1927,1,C,13,0,0,0,,0,,,,,,,,,,,
237,Fern Gauthier,1945,1945,1,RW,50,18,13,31,,23,,,,,,,,,,,
238,Jean Gauthier,1961,1970,7,D,90,1,20,21,0,68,0,0,0,0,1,0,0,2,0.0,,
239,Luc Gauthier,1991,1991,1,D,3,0,0,0,1,2,0,0,0,0,0,0,0,0,,,
240,Jocelyn Gauvreau,1984,1984,1,D,2,0,0,0,-2,0,0,0,0,0,0,0,0,0,,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
241,Jean-Guy Gendron,1961,1961,1,LW,53,9,12,21,,51,,,,,,,,,,,
242,Bernie Geoffrion,1951,1964,14,RW,766,371,388,759,,636,16,5,0,9,,,,,,,
243,Blake Geoffrion,2012,2012,1,C,13,2,0,2,2,10,2,0,0,0,0,0,0,17,11.8,159,12:13
244,Danny Geoffrion,1980,1980,1,RW,32,0,6,6,1,12,0,0,0,0,4,2,0,19,0.0,,
245,Ray Getliffe,1940,1945,6,C/LW,265,99,97,196,,193,,,,,,,,,,,
