
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
133,Steve Larouche,1995,1995,1,C,18,8,7,15,-5,6,6,2,0,2,2,5,0,38,21.1,,
134,Guillaume Latendresse,2013,2013,1,LW,27,6,4,10,-2,8,5,1,0,0,4,0,0,53,11.3,400,14:48
135,Brad Lauer,1994,1994,1,LW,30,2,5,7,-15,6,1,0,1,0,4,1,0,45,4.4,,
136,Janne Laukkanen,1996,2000,5,D,266,9,59,68,3,249,5,4,0,2,42,14,3,317,2.8,2117,19:14
137,Dominic Lavoie,1993,1993,1,D,2,0,1,1,0,0,0,0,0,0,0,1,0,8,0.0,,
138,Curtis Lazar,2015,2015,1,C/RW,41,2,6,8,-1,12,2,0,0,0,6,0,0,60,3.3,517,12:36
139,Jeff Lazaro,1993,1993,1,LW,26,6,4,10,-8,16,5,0,1,0,2,1,1,38,15.8,,
140,Stephen Leach,1999,1999,1,RW,9,0,2,2,-1,6,0,0,0,0,2,0,0,4,0.0,99,11:00
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
141,Grant Ledyard,2000,2000,1,D,40,2,4,6,-3,8,2,0,0,1,4,0,0,42,4.8,590,14:45
142,Brian Lee,2008,2012,5,D,167,5,23,28,-18,100,4,1,0,1,20,2,1,129,3.9,2837,16:59
143,David Legwand,2015,2015,1,C,53,8,14,22,-2,28,2,6,0,0,7,5,2,57,14.0,767,14:28
144,Francois Leroux,1994,1994,1,D,23,0,1,1,-4,70,0,0,0,0,1,0,0,8,0.0,,
145,Curtis Leschyshyn,2001,2004,4,D,200,3,23,26,26,78,3,0,0,0,20,3,0,127,2.4,3269,16:20
146,Francis Lessard,2011,2011,1,RW,24,0,0,0,0,78,0,0,0,0,0,0,0,6,0.0,93,3:51
147,Scott Levins,1994,1996,3,C/RW,84,8,13,21,-25,224,6,2,0,0,9,4,0,79,10.1,,
148,Lonnie Loach,1993,1993,1,LW,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,,
149,Corey Locke,2011,2011,1,C,5,0,1,1,-1,0,0,0,0,0,1,0,0,6,0.0,46,9:10
150,Darcy Loewen,1993,1994,2,LW,123,4,8,12,-37,197,4,0,0,0,7,0,1,81,4.9,,
151,Mike Lundin,2013,2013,1,D,11,0,1,1,-2,0,0,0,0,0,1,0,0,13,0.0,171,15:30
152,Chris Luongo,1993,1993,1,D,76,3,9,12,-47,68,2,1,0,0,6,3,0,76,3.9,,
153,Clarke MacArthur,2014,2015,2,LW,132,37,44,81,2,110,23,13,1,9,33,9,2,282,13.1,2299,17:24
154,Kevin MacDonald,1994,1994,1,D,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,,
155,Norm Maciver,1993,1995,3,D,161,24,73,97,-81,120,16,7,1,2,30,43,0,302,7.9,,
156,Tomas Malec,2006,2007,2,D,3,0,0,0,4,2,0,0,0,0,0,0,0,2,0.0,38,12:44
157,Troy Mallette,1994,1996,3,LW,169,12,24,36,-34,372,12,0,0,1,22,1,1,172,7.0,,
158,Brad Marsh,1993,1993,1,D,59,0,3,3,-29,30,0,0,0,0,3,0,0,35,0.0,,
159,Steve Martins,1999,2006,5,C,70,9,7,16,9,24,8,1,0,1,7,0,0,60,15.0,629,8:58
160,Derek Mayer,1994,1994,1,D,17,2,2,4,-16,8,1,1,0,0,0,2,0,29,6.9,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
161,Dean McAmmond,2007,2009,3,C,193,26,32,58,14,56,20,0,6,4,28,1,3,193,13.5,2112,10:56
162,Andrew McBain,1993,1994,2,RW,114,18,24,42,-78,107,9,9,0,0,17,7,0,162,11.1,,
163,Trent McCleary,1996,1996,1,RW,75,4,10,14,-15,68,3,0,1,0,9,0,1,58,6.9,,
164,Shawn McEachern,1997,2002,6,RW,454,142,162,304,25,244,100,39,3,18,122,37,3,1248,11.4,5598,18:10
165,Brian McGrattan,2006,2008,3,RW,143,2,8,10,-1,287,2,0,0,0,8,0,0,69,2.9,536,3:45
166,Dave McLlwain,1994,1996,3,C/RW,110,22,33,55,-66,72,19,2,1,1,24,6,3,164,13.4,,
167,Andrej Meszaros,2006,2008,3,D,246,26,84,110,24,213,14,11,1,4,43,39,2,444,5.9,4993,20:17
168,Marc Methot,2013,2015,3,D,140,8,31,39,13,71,8,0,0,1,27,4,0,186,4.3,3063,21:52
169,Milan Michalek,2010,2015,6,RW,364,106,94,200,-43,182,70,28,8,8,70,22,2,857,12.4,6565,18:02
170,Brad Miller,1993,1993,1,D,11,0,0,0,-5,42,0,0,0,0,0,0,0,2,0.0,,
171,Kevin Miller,2000,2000,1,C,9,3,2,5,1,2,2,1,0,2,2,0,0,11,27.3,74,8:10
172,Jaroslav Modry,1996,1996,1,D,64,4,14,18,-17,38,3,1,0,1,10,4,0,89,4.5,,
173,Bill Muckalt,2002,2002,1,RW,70,0,8,8,-3,46,0,0,0,0,8,0,0,73,0.0,684,9:45
174,Rob Murphy,1993,1993,1,C,44,3,7,10,-23,30,3,0,0,0,7,0,0,55,5.5,,
175,Chris Murray,1998,1999,2,RW,84,6,9,15,-1,161,6,0,0,2,9,0,0,81,7.4,270,7:06
176,Troy Murray,1994,1995,2,C,48,6,13,19,0,20,5,0,1,1,11,1,1,52,11.5,,
177,Frantisek Musil,1996,1997,2,D,122,1,8,9,-4,143,1,0,0,0,8,0,0,61,1.6,,
178,Stan Neckar,1995,1999,5,D,198,6,16,22,-49,124,5,1,0,0,14,1,1,139,4.3,48,15:53
179,Chris Neil,2002,2015,13,RW,893,106,127,233,-5,2294,90,16,0,12,111,16,0,1137,9.3,10113,11:19
180,Alexander Nikulin,2008,2008,1,C,2,0,0,0,-2,0,0,0,0,0,0,0,0,0,,10,4:55
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
181,Brad Norton,2006,2006,1,D,7,0,0,0,1,31,0,0,0,0,0,0,0,3,0.0,71,10:10
182,Filip Novak,2006,2006,1,D,11,0,0,0,-2,4,0,0,0,0,0,0,0,5,0.0,104,9:25
183,Lawrence Nycholat,2007,2008,2,D,4,0,0,0,1,0,0,0,0,0,0,0,0,7,0.0,49,12:09
184,Jim O'Brien,2011,2013,3,C,63,8,4,12,1,14,7,1,0,1,4,0,0,86,9.3,719,11:24
185,David Oliver,1999,2001,2,RW,24,2,5,7,1,6,2,0,0,0,5,0,0,20,10.0,219,9:07
186,Christer Olsson,1997,1997,1,D,25,2,3,5,-5,10,1,1,0,0,1,2,0,24,8.3,,
187,Mark Osiecki,1993,1993,1,D,34,0,4,4,-21,12,0,0,0,0,4,0,0,20,0.0,,
188,Jim Paek,1995,1995,1,D,29,0,2,2,-5,28,0,0,0,0,2,0,0,16,0.0,,
189,Jean-Gabriel Pageau,2013,2015,3,C,60,6,5,11,0,14,6,0,0,3,5,0,0,88,6.8,695,11:35
190,Greg Pankewicz,1994,1994,1,RW,3,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,,
191,Serge Payer,2004,2007,2,C,10,0,1,1,0,2,0,0,0,0,1,0,0,6,0.0,88,8:45
192,Kent Paynter,1993,1994,2,D,15,0,1,1,-13,28,0,0,0,0,0,1,0,11,0.0,,
193,Mike Peluso,1993,1993,1,LW,81,15,10,25,-35,318,13,2,0,1,9,1,0,93,16.1,,
194,Chad Penney,1994,1994,1,LW,3,0,0,0,-2,2,0,0,0,0,0,0,0,2,0.0,,
195,Ricard Persson,2001,2002,2,D,67,3,15,18,11,77,3,0,0,1,11,3,1,78,3.8,1060,15:49
196,Andre Petersson,2012,2012,1,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,5:02
197,Chris Phillips,1998,2015,17,D,1179,71,217,288,67,756,51,17,3,13,156,42,19,1421,5.0,22913,20:41
198,Alexandre Picard,2009,2010,2,D,92,10,19,29,-4,28,3,7,0,2,11,8,0,136,7.4,1744,18:57
199,Michel Picard,1995,1996,2,LW,41,7,14,21,-2,24,6,1,0,1,8,6,0,54,13.0,,
200,Lance Pitlick,1995,1999,5,D,228,11,25,36,4,200,11,0,0,1,25,0,0,178,6.2,833,16:39
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
201,Brian Pothier,2003,2006,3,D,146,9,40,49,46,89,5,4,0,2,23,17,0,234,3.8,2426,16:37
202,Ryan Potulny,2011,2011,1,C,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,49,6:56
203,Tom Preissing,2007,2007,1,D,80,7,31,38,40,18,4,3,0,0,16,15,0,94,7.4,1220,15:15
204,Shane Prince,2015,2015,1,C,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,13,13:03
205,Vinny Prospal,1998,2001,4,C,213,34,77,111,6,114,27,7,0,7,49,27,1,414,8.2,2848,14:22
206,Dan Quinn,1994,1996,2,C,41,13,18,31,-8,30,7,6,0,3,14,4,0,93,14.0,,
207,Karel Rachunek,2000,2004,5,D,246,11,86,97,64,145,4,7,0,3,50,34,2,344,3.2,4962,20:10
208,Herb Raglan,1994,1994,1,RW,29,0,0,0,-13,52,0,0,0,0,0,0,0,13,0.0,,
209,Rob Ray,2003,2004,2,RW,11,1,0,1,0,18,1,0,0,0,0,0,0,3,33.3,52,4:45
210,Wade Redden,1997,2008,11,D,838,101,309,410,159,576,49,51,1,21,164,139,6,1550,6.5,16281,24:05
211,Peter Regin,2009,2013,5,C,178,19,36,55,5,44,18,1,0,3,30,6,0,281,6.8,2271,12:45
212,Luke Richardson,2008,2009,2,D,78,2,7,9,-2,43,2,0,0,0,7,0,0,41,4.9,962,12:19
213,Jamie Rivers,2001,2002,2,D,47,2,4,6,3,48,2,0,0,0,2,2,0,44,4.5,654,13:54
214,Randy Robitaille,2008,2008,1,C,68,10,19,29,4,18,9,1,0,1,16,3,0,99,10.1,922,13:33
215,Andre Roy,2000,2002,3,RW,193,13,16,29,7,462,13,0,0,1,16,0,0,132,9.8,1237,6:24
216,Jean-Yves Roy,1996,1996,1,RW,4,1,1,2,3,2,1,0,0,0,1,0,0,6,16.7,,
217,Darren Rumble,1993,1994,2,D,139,9,22,31,-74,177,9,0,0,0,16,6,0,187,4.8,,
218,David Rundblad,2012,2012,1,D,24,1,3,4,-11,6,1,0,0,0,2,1,0,26,3.8,366,15:13
219,Jarkko Ruutu,2009,2011,3,RW,210,21,36,57,-4,324,20,0,1,2,31,1,4,241,8.7,2632,12:31
220,Vladimir Ruzicka,1994,1994,1,C,42,5,13,18,-21,14,1,4,0,0,7,6,0,64,7.8,,
