
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
86,Ian Cole,2011,2015,5,D,162,8,20,28,38,138,8,0,0,0,18,2,0,145,5.5,2568,15:51
87,Bill Collins,1974,1975,2,RW,82,24,17,41,-6,48,20,2,2,2,14,1,2,163,14.7,,
88,Bob Collyard,1974,1974,1,C,10,1,3,4,1,4,1,0,0,0,3,0,0,12,8.3,,
89,Wayne Connelly,1971,1972,2,C,43,10,21,31,-12,11,5,5,0,0,10,11,0,150,6.7,,
90,Craig Conroy,1997,2001,5,C,359,57,94,151,41,209,47,1,9,8,85,2,7,525,10.9,3286,15:08
91,Daniel Corso,2001,2003,3,C,70,14,10,24,2,20,8,6,0,6,7,3,0,67,20.9,858,12:15
92,Shayne Corson,1996,1997,2,LW,88,20,29,49,-1,216,6,14,0,0,19,9,1,169,11.8,,
93,Geoff Courtnall,1991,2000,6,LW,326,106,126,232,30,371,78,27,1,17,94,32,0,911,11.6,441,14:42
94,Bruce Cowick,1976,1976,1,LW,5,0,0,0,1,2,0,0,0,0,0,0,0,3,0.0,,
95,Craig Coxe,1989,1989,1,LW,41,0,7,7,3,127,0,0,0,0,7,0,0,15,0.0,,
96,Adam Cracknell,2011,2014,4,RW,65,6,10,16,5,12,6,0,0,0,10,0,0,64,9.4,557,8:34
97,Bob Crawford,1980,1983,3,RW,38,6,10,16,-15,4,5,1,0,0,9,1,0,84,7.1,,
98,Adam Creighton,1995,1996,2,C,109,25,30,55,17,152,20,5,0,4,22,8,0,179,14.0,,
99,Terry Crisp,1968,1972,5,C,285,38,64,102,27,51,27,2,9,5,57,3,4,360,10.6,,
100,B.J. Crombeen,2009,2012,4,RW,265,26,23,49,-33,515,23,0,3,4,21,1,1,395,6.6,3296,12:26
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
101,Mike Crombeen,1979,1983,5,RW,325,47,53,100,-41,164,43,1,3,5,50,0,3,410,11.5,,
102,Doug Crossman,1993,1994,2,D,69,4,14,18,-2,20,1,3,0,0,6,8,0,54,7.4,,
103,Tony Currie,1978,1982,5,RW,207,68,88,156,15,63,58,10,0,11,64,24,0,377,18.0,,
104,Paul Curtis,1973,1973,1,D,29,1,4,5,2,6,1,0,0,0,4,0,0,37,2.7,,
105,Denis Cyr,1985,1986,2,RW,40,8,7,15,-10,2,8,0,0,1,7,0,0,33,24.2,,
106,Matt D'Agostini,2010,2013,4,RW,160,31,35,66,13,71,22,9,0,8,27,8,0,289,10.7,2236,13:58
107,J.J. Daigneault,1996,1996,1,D,37,1,3,4,-6,24,1,0,0,0,0,3,0,45,2.2,,
108,Kevin Dallman,2006,2006,1,D,46,4,9,13,-15,21,1,3,0,0,5,4,0,89,4.5,866,18:49
