
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
125,Paul Coffey,2001,2001,1,D,18,0,4,4,-6,30,0,0,0,0,3,1,0,28,0.0,341,18:56
126,Roy Conacher,1939,1946,5,LW,166,94,51,145,,40,,,,,,,,,,,
127,Wayne Connelly,1962,1967,4,C,169,25,38,63,,60,14,1,0,1,,,,,,,
128,Harry Connor,1928,1930,2,LW,55,9,1,10,,40,,,,,,,,,,,
129,Bud Cook,1932,1932,1,C,28,4,4,8,,14,,,,,,,,,,,
130,Bun Cook,1937,1937,1,LW,40,4,5,9,,8,,,,,,,,,,,
131,Lloyd Cook,1925,1925,1,D,4,1,0,1,,0,,,,,,,,,,,
132,Carson Cooper,1925,1927,3,RW,58,33,6,39,,14,,,,,,,,,,,
133,Carl Corazzini,2004,2004,1,C,12,2,0,2,2,0,1,0,1,0,0,0,0,16,12.5,128,10:41
134,Norm Corcoran,1950,1955,3,C/RW,4,0,0,0,,2,,,,,,,,,,,
135,Mark Cornforth,1996,1996,1,D,6,0,0,0,4,4,0,0,0,0,0,0,0,1,0.0,,
136,Joe Corvo,2012,2012,1,D,75,4,21,25,10,13,3,1,0,1,13,8,0,168,2.4,1411,18:48
137,Murray Costello,1955,1956,2,C,95,10,17,27,,44,,,,,,,,,,,
138,Alain Cote,1986,1989,4,D,68,2,9,11,-6,65,2,0,0,0,9,0,0,62,3.2,,
139,Geoff Courtnall,1984,1988,5,LW,259,78,81,159,17,368,66,12,0,10,63,18,0,651,12.0,,
140,Billy Coutu,1927,1927,1,D,40,1,1,2,,35,,,,,,,,,,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
141,Bill Cowley,1936,1947,12,C,508,190,346,536,,133,,,,,,,,,,,
142,Jack Crawford,1938,1950,13,D,548,38,140,178,,202,,,,,,,,,,,
143,Lou Crawford,1990,1992,2,LW,26,2,1,3,-5,29,2,0,0,0,1,0,0,20,10.0,,
144,Dave Creighton,1949,1954,6,C,295,72,65,137,,76,,,,,,,,,,,
