
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
174,Paul Kruse,1998,2000,3,LW,66,4,1,5,-1,206,4,0,0,0,1,0,0,48,8.3,344,6:22
175,Tom Kurvers,1987,1987,1,D,55,6,17,23,-10,22,5,1,0,1,10,5,2,71,8.5,,
176,Francois Lacombe,1971,1971,1,D,1,0,1,1,-2,2,0,0,0,0,0,1,0,1,0.0,,
177,Normand Lacombe,1985,1987,3,RW,94,12,18,30,-3,46,8,4,0,2,18,0,0,116,10.3,,
178,Pat LaFontaine,1992,1997,6,C,268,158,227,385,3,207,86,66,6,22,116,111,0,865,18.3,,
179,Jean-Guy Lagace,1971,1971,1,D,3,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,,
180,Yvon Lambert,1982,1982,1,LW,77,25,39,64,22,38,11,14,0,4,30,9,0,108,23.1,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
181,Chris Langevin,1984,1986,2,LW,22,3,1,4,1,22,3,0,0,0,1,0,0,14,21.4,,
182,Reed Larson,1990,1990,1,D,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,
183,Johan Larsson,2014,2015,2,LW,42,1,5,6,-2,23,1,0,0,0,5,0,0,33,3.0,509,12:06
184,Danny Lawson,1972,1972,1,RW,78,10,6,16,-23,15,9,0,1,0,6,0,0,176,5.7,,
185,Grant Ledyard,1989,1993,5,D,240,18,71,89,10,181,14,3,1,3,47,23,1,400,4.5,,
186,Ville Leino,2012,2014,3,LW,137,10,36,46,-18,32,8,2,0,1,29,7,0,127,7.9,2094,15:17
187,Real Lemieux,1974,1974,1,LW,11,1,1,2,0,4,1,0,0,0,1,0,0,4,25.0,,
188,Jordan Leopold,2011,2013,3,D,174,25,42,67,-13,78,19,6,0,1,30,12,0,282,8.9,3931,22:35
189,Don Lever,1986,1987,2,LW,39,10,3,13,-8,10,6,3,1,2,3,0,0,39,25.6,,
190,Darcy Loewen,1990,1992,3,LW,12,0,0,0,-7,14,0,0,0,0,0,0,0,4,0.0,,
191,Robert Logan,1987,1988,2,RW,38,10,5,15,6,0,8,2,0,1,5,0,0,37,27.0,,
192,Jim Lorentz,1972,1978,7,C/RW,485,134,197,331,-5,126,87,46,1,25,148,48,1,902,14.9,,
193,Don Luce,1972,1981,10,C,766,216,311,527,216,304,169,22,25,30,271,23,17,1776,12.2,,
194,Jan Ludvig,1988,1989,2,RW,26,1,8,9,0,104,1,0,0,0,8,0,0,24,4.2,,
195,Steve Ludzik,1990,1990,1,C,11,0,1,1,-2,6,0,0,0,0,1,0,0,15,0.0,,
196,Toni Lydman,2006,2010,5,D,371,14,91,105,30,311,11,3,0,2,76,12,3,374,3.7,7785,20:58
197,Clarke MacArthur,2007,2010,4,LW,187,41,38,79,-11,127,33,8,0,4,29,9,0,274,15.0,2552,13:38
198,Doug MacDonald,1993,1995,3,LW,11,1,0,1,-3,2,1,0,0,0,0,0,0,4,25.0,,
199,Kevin Maguire,1988,1990,3,RW,167,18,25,43,5,518,18,0,0,3,25,0,0,122,14.8,,
200,Adam Mair,2003,2010,7,C,498,35,70,105,-10,701,33,1,1,5,69,1,0,482,7.3,4627,9:17
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
201,Mikko Makela,1991,1991,1,RW,60,15,7,22,-2,25,11,2,2,1,7,0,0,62,24.2,,
202,Dave Maloney,1985,1985,1,D,52,1,21,22,20,41,1,0,0,0,19,2,0,37,2.7,,
203,Mark Mancari,2007,2011,4,RW,36,3,10,13,-3,22,2,1,0,0,8,2,0,84,3.6,442,12:17
204,Don Marshall,1971,1971,1,LW,62,20,29,49,-13,6,11,9,0,1,17,12,0,112,17.9,,
205,Rick Martin,1972,1981,10,LW,681,382,313,695,13,475,268,114,0,47,210,103,0,2519,15.2,,
206,Terry Martin,1976,1979,4,LW,148,20,22,42,-12,50,18,2,0,2,22,0,0,127,15.7,,
207,Brad May,1992,1998,7,LW,425,67,89,156,-10,1323,58,9,0,12,72,17,0,688,9.7,,
208,Gary McAdam,1976,1983,5,LW,227,40,45,85,10,76,36,4,0,8,40,4,1,300,13.3,,
209,Jamie McBain,2014,2014,1,D,69,6,11,17,-13,14,4,2,0,0,7,3,1,98,6.1,1391,20:09
210,Jake McCabe,2014,2014,1,D,7,0,1,1,-3,15,0,0,0,0,1,0,0,1,0.0,107,15:12
211,Rob McClanahan,1980,1981,2,C,66,5,17,22,-11,38,4,1,0,1,14,3,0,80,6.3,,
212,Cody McCormick,2011,2015,5,C/RW,201,11,22,33,-24,293,10,0,1,1,21,1,0,204,5.4,1963,9:46
213,Dale McCourt,1982,1984,3,C,119,41,57,98,-15,22,32,7,2,5,45,11,1,244,16.8,,
214,Brian McDonald,1971,1971,1,C,12,0,0,0,-8,29,0,0,0,0,0,0,0,15,0.0,,
215,Paul McIntosh,1975,1976,2,D,48,0,2,2,-3,66,0,0,0,0,2,0,0,10,0.0,,
