
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
390,Mark Suzor,1978,1978,1,D,60,4,15,19,-35,56,2,2,0,0,13,2,0,89,4.5,,
391,Petr Sykora,1996,2012,8,RW,527,166,228,394,91,222,114,48,4,31,158,69,1,1341,12.4,6552,16:55
392,Barry Tallackson,2006,2009,4,RW,20,1,1,2,-4,2,1,0,0,0,1,0,0,16,6.3,156,7:48
393,Henrik Tallinder,2011,2013,3,D,146,6,20,26,-17,66,5,0,1,2,16,4,0,167,3.6,3119,21:21
394,Steve Tambellini,1981,1983,3,C,165,60,60,120,-61,30,42,17,1,5,45,15,0,371,16.2,,
395,Matt Taormina,2011,2012,2,D,47,4,8,12,4,6,3,1,0,0,7,1,0,71,5.6,847,18:01
396,Mattias Tedenby,2011,2014,4,LW,120,10,20,30,-20,42,8,2,0,2,17,3,0,144,6.9,1376,11:28
397,Steve Thomas,1996,1998,3,LW,193,55,64,119,11,176,45,10,0,12,50,14,0,427,12.9,,
398,Jim Thomson,1990,1990,1,RW,3,0,0,0,-3,31,0,0,0,0,0,0,0,3,0.0,,
399,Esa Tikkanen,1996,1996,1,LW,9,0,2,2,-6,4,0,0,0,0,1,1,0,15,0.0,,
400,Kevin Todd,1989,1993,4,C,112,26,47,73,2,85,24,2,0,4,34,12,1,179,14.5,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
401,Jordin Tootoo,2015,2015,1,RW,43,4,1,5,0,59,4,0,0,1,1,0,0,33,12.1,339,7:52
402,Rocky Trottier,1984,1985,2,RW,38,6,4,10,-4,2,6,0,0,0,4,0,0,32,18.8,,
403,Sylvain Turgeon,1990,1990,1,LW,72,30,17,47,-8,81,23,7,0,3,13,4,0,218,13.8,,
404,Dean Turner,1980,1981,2,D,31,1,0,1,-4,55,1,0,0,0,0,0,0,24,4.2,,
405,Oleg Tverdovsky,2003,2003,1,D,50,5,8,13,2,22,3,2,0,1,6,2,0,76,6.6,840,16:47
406,Alexander Urbom,2011,2013,3,D,14,2,0,2,-2,9,2,0,0,1,0,0,0,8,25.0,183,13:03
407,Carol Vadnais,1983,1983,1,D,51,2,7,9,-32,64,1,1,0,0,6,1,0,33,6.1,,
408,Jack Valiquette,1979,1981,3,C,178,51,68,119,-61,27,35,14,2,5,47,20,1,344,14.8,,
409,John Van Boxmeer,1977,1979,3,D,197,23,87,110,-58,165,14,9,0,0,53,34,0,539,4.3,,
410,Alexander Vasyunov,2011,2011,1,LW,18,1,4,5,0,0,1,0,0,0,4,0,0,18,5.6,207,11:28
411,Yvon Vautour,1981,1984,4,RW,182,23,32,55,-63,375,19,4,0,1,28,4,0,216,10.6,,
412,Stephane Veilleux,2012,2012,1,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,4:34
413,Randy Velischek,1986,1990,5,D,304,11,52,63,-43,299,9,0,2,0,50,1,1,213,5.2,,
414,Pat Verbeek,1983,1989,7,RW,463,170,151,321,-81,943,114,53,3,17,102,45,4,982,17.3,,
415,Claude Vilgrain,1990,1993,3,RW,81,20,31,51,23,78,18,1,1,1,30,1,0,103,19.4,,
416,Vitaly Vishnevski,2008,2008,1,D,69,2,5,7,-12,50,2,0,0,0,4,0,1,48,4.2,1072,15:32
417,Anton Volchenkov,2011,2014,4,D,222,3,29,32,8,127,3,0,0,1,27,0,2,208,1.4,3860,17:23
418,Petr Vrana,2009,2009,1,C,16,1,0,1,-4,2,1,0,0,0,0,0,0,6,16.7,110,6:53
419,Ben Walter,2010,2010,1,C,2,0,0,0,0,2,0,0,0,0,0,0,0,0,,12,5:47
420,Ed Ward,2001,2001,1,RW,4,0,1,1,2,6,0,0,0,0,1,0,0,4,0.0,19,4:47
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
421,Joe Ward,1981,1981,1,C,4,0,0,0,-2,2,0,0,0,0,0,0,0,2,0.0,,
422,Dave Watson,1980,1981,2,LW,18,0,1,1,-3,10,0,0,0,0,0,1,0,7,0.0,,
423,Joe Watson,1979,1979,1,D,16,0,2,2,-13,12,0,0,0,0,2,0,0,20,0.0,,
424,Eric Weinrich,1989,1992,4,D,173,13,66,79,20,114,6,7,0,1,35,30,1,212,6.1,,
425,Stan Weir,1982,1982,1,C,10,2,3,5,-7,10,2,0,0,1,3,0,0,12,16.7,,
426,John Wensink,1982,1983,2,LW,99,7,10,17,-21,287,5,2,0,0,10,0,0,65,10.8,,
427,Colin White,2000,2011,11,D,743,20,105,125,79,848,19,1,0,5,86,12,7,665,3.0,14878,20:01
428,Joe Whitney,2014,2015,2,RW,5,1,0,1,-1,0,1,0,0,0,0,0,0,1,100.0,36,7:06
429,Jason Wiemer,2006,2006,1,C,16,1,0,1,-1,38,1,0,0,0,0,0,0,13,7.7,101,6:19
430,Mitch Wilson,1985,1985,1,C,9,0,2,2,1,21,0,0,0,0,2,0,0,7,0.0,,
431,Craig Wolanin,1986,1990,5,D,283,16,62,78,-60,469,14,1,1,4,54,8,0,331,4.8,,
432,John Wright,1975,1975,1,C,4,0,0,0,-3,2,0,0,0,0,0,0,0,5,0.0,,
433,Paul Ysebaert,1989,1991,3,C,21,5,9,14,3,6,4,1,0,0,6,3,0,24,20.8,,
434,Travis Zajac,2007,2015,9,C,600,124,217,341,26,194,88,32,4,15,147,65,5,1200,10.3,11248,18:44
435,Steven Zalewski,2012,2012,1,C,7,0,0,0,-2,0,0,0,0,0,0,0,0,6,0.0,74,10:33
436,Valeri Zelepukin,1992,1998,7,LW,375,85,133,218,49,349,62,22,1,8,112,21,0,680,12.5,,
437,Peter Zezel,1997,1998,2,C,23,0,6,6,6,4,0,0,0,0,6,0,0,16,0.0,,
438,Vladimir Zharkov,2010,2012,3,RW,82,2,12,14,3,10,2,0,0,0,10,2,0,94,2.1,908,11:04
439,Marek Zidlicky,2012,2015,4,D,208,22,70,92,-23,144,8,14,0,3,36,32,2,341,6.5,4520,21:43
440,Dainius Zubrus,2008,2015,8,RW,529,85,136,221,-1,314,71,11,3,15,109,21,6,756,11.2,8802,16:38
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
441,Andrei Zyuzin,2002,2003,2,D,39,1,3,4,0,27,0,1,0,0,2,1,0,47,2.1,593,15:11
