
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
152,Gilles Hamel,1987,1989,3,LW,143,35,32,67,-13,59,32,2,1,4,30,1,1,281,12.5,,
153,Michal Handzus,2001,2002,2,C,89,19,34,53,-3,55,14,3,2,1,23,11,0,108,17.6,1431,16:04
154,Tavis Hansen,1995,2001,5,RW,34,2,1,3,-5,16,2,0,0,0,1,0,0,18,11.1,219,6:51
155,Martin Hanzal,2008,2015,8,C,493,88,158,246,-3,417,62,23,3,19,116,39,3,996,8.8,8877,18:00
156,Mike Hartman,1992,1992,1,LW,75,4,4,8,-10,264,4,0,0,1,4,0,0,89,4.5,,
157,Dale Hawerchuk,1982,1990,9,C,713,379,550,929,-87,468,245,122,12,29,327,214,9,2494,15.2,,
158,Bryan Helmer,1999,2004,2,D,28,0,1,1,-3,33,0,0,0,0,1,0,0,21,0.0,302,10:46
159,Matt Hervey,1989,1989,1,D,2,0,0,0,2,4,0,0,0,0,0,0,0,1,0.0,,
160,Shaun Heshka,2010,2010,1,D,8,0,2,2,0,4,0,0,0,0,2,0,0,3,0.0,107,13:18
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
161,Justin Hodgman,2015,2015,1,C,4,1,0,1,-1,2,0,1,0,0,0,0,0,2,50.0,45,11:12
162,Jeff Hoggan,2009,2010,2,LW,8,0,1,1,-2,9,0,0,0,0,1,0,0,12,0.0,76,9:33
163,Benoit Hogue,2000,2000,1,C,27,3,10,13,-1,10,3,0,0,0,9,1,0,39,7.7,425,15:44
164,Ryan Hollweg,2011,2011,1,C,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,,20,6:33
165,Larry Hopkins,1980,1983,3,LW,58,13,16,29,10,26,13,0,0,4,16,0,0,71,18.3,,
166,Darcy Hordichuk,2002,2003,2,LW,26,0,0,0,-1,96,0,0,0,0,0,0,0,5,0.0,127,4:52
167,Marcel Hossa,2008,2008,1,LW,14,0,0,0,-6,4,0,0,0,0,0,0,0,12,0.0,163,11:39
168,Phil Housley,1991,1993,3,D,232,64,195,259,-32,168,34,29,1,9,73,121,1,689,9.3,,
169,Dave Hoyda,1980,1981,2,LW,24,2,1,3,-4,42,2,0,0,0,1,0,0,9,22.2,,
170,Jan Hrdina,2003,2004,2,C,59,11,19,30,-7,38,6,5,0,1,15,4,0,64,17.2,1060,17:58
171,Mike Hudson,1997,1997,1,C/LW,7,0,0,0,-4,2,0,0,0,0,0,0,0,9,0.0,,
172,Brent Hughes,1989,1990,2,LW,39,4,4,8,-11,115,3,0,1,1,4,0,0,44,9.1,,
173,Bobby Hull,1980,1980,1,LW,18,4,6,10,-7,0,3,1,0,0,3,3,0,25,16.0,,
174,Brett Hull,2006,2006,1,RW,5,0,1,1,-3,0,0,0,0,0,0,1,0,8,0.0,69,13:45
175,Cale Hulse,2004,2004,1,D,82,3,17,20,-4,123,2,1,0,0,16,1,0,115,2.6,1760,21:27
176,Dave Hunter,1989,1989,1,LW,34,3,1,4,-3,61,2,0,1,0,1,0,0,43,7.0,,
177,Jamie Huscroft,1999,1999,1,D,11,0,1,1,-1,27,0,0,0,0,1,0,0,7,0.0,121,11:02
178,Brad Isbister,1998,1999,2,LW,98,13,12,25,5,148,12,1,0,3,11,1,0,163,8.0,370,11:33
179,Tim Jackman,2006,2006,1,RW,8,0,0,0,1,21,0,0,0,0,0,0,0,4,0.0,58,7:12
180,Craig Janney,1996,1998,3,C,158,32,94,126,6,38,21,11,0,2,69,25,0,173,18.5,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
181,Mark Janssens,1998,1998,1,C,7,1,2,3,4,4,1,0,0,0,2,0,0,6,16.7,,
182,Hannu Jarvenpaa,1987,1989,3,RW,114,11,26,37,-18,83,9,2,0,0,23,3,0,115,9.6,,
183,Jason Jaspers,2002,2004,3,C,9,0,1,1,-3,6,0,0,0,0,1,0,0,4,0.0,81,9:01
184,Jim Johnson,1997,1998,2,D,71,5,8,13,5,92,5,0,0,0,6,0,2,68,7.4,,
